curTimeStamp,longitude,latitude,UtmX,UtmY,Yaw,Speed,stationId,SpeedLimit,dis2inter,Str_is_val,StrSignalState,StrlikelyEndTime,Left_is_val,LeftSignalState,LeftlikelyEndTime,Right_is_val,RighSignalState,RightlikelyEndTime,TarId,TarDistance,TarAngle,TarSpeed
1600671788.838780	,118.759495	,31.977720	,666245.401207	,3539318.264502	,4.598238	,38.430910	,8003	,16.667000	,93.200000	,1	,5	,33.200000	,1	,3	,36.200000	,0	,0	,3276.700000	
1600671788.938510	,118.759483	,31.977719	,666244.345767	,3539318.121779	,4.597312	,38.136418	,8003	,16.667000	,93.200000	,1	,5	,33.100000	,1	,3	,36.100000	,0	,0	,3276.700000	
1600671789.039658	,118.759472	,31.977718	,666243.306479	,3539317.981417	,4.596441	,37.828041	,8003	,16.667000	,93.200000	,1	,5	,33.000000	,1	,3	,36.000000	,0	,0	,3276.700000	
1600671789.040566	,118.759467	,31.977718	,666242.779893	,3539317.909755	,4.595994	,37.667814	,8003	,16.667000	,93.200000	,1	,5	,32.900000	,1	,3	,35.900000	,0	,0	,3276.700000	
1600671789.237936	,118.759450	,31.977716	,666241.233981	,3539317.697869	,4.595112	,37.184061	,8003	,16.667000	,93.200000	,1	,5	,32.800000	,1	,3	,35.800000	,0	,0	,3276.700000	
1600671789.338639	,118.759440	,31.977715	,666240.220278	,3539317.558977	,4.594543	,36.893714	,8003	,16.667000	,93.200000	,1	,5	,32.700000	,1	,3	,35.700000	,0	,0	,3276.700000	
1600671789.439574	,118.759429	,31.977714	,666239.206376	,3539317.416181	,4.594052	,36.582101	,8003	,16.667000	,93.200000	,1	,5	,32.600000	,1	,3	,35.600000	,0	,0	,3276.700000	
1600671789.538363	,118.759418	,31.977712	,666238.205505	,3539317.273657	,4.593676	,36.214955	,8003	,16.667000	,93.200000	,1	,5	,32.500000	,1	,3	,35.500000	,0	,0	,3276.700000	
1600671789.639041	,118.759408	,31.977711	,666237.214615	,3539317.132964	,4.593586	,35.857007	,8003	,16.667000	,82.100000	,1	,5	,32.400000	,1	,3	,35.400000	,0	,0	,3276.700000	
1600671789.738567	,118.759398	,31.977710	,666236.249247	,3539316.997699	,4.593570	,35.453745	,8003	,16.667000	,82.100000	,1	,5	,32.300000	,1	,3	,35.300000	,0	,0	,3276.700000	
1600671789.839388	,118.759387	,31.977709	,666235.285640	,3539316.861152	,4.593628	,35.026171	,8003	,16.667000	,82.100000	,1	,5	,32.200000	,1	,3	,35.200000	,0	,0	,3276.700000	
1600671789.938287	,118.759377	,31.977708	,666234.329076	,3539316.726708	,4.593749	,34.677151	,8003	,16.667000	,82.100000	,1	,5	,32.100000	,1	,3	,35.100000	,0	,0	,3276.700000	
1600671790.039336	,118.759367	,31.977707	,666233.390406	,3539316.597835	,4.593494	,34.328538	,8003	,16.667000	,82.100000	,1	,5	,32.000000	,1	,3	,35.000000	,0	,0	,3276.700000	
1600671790.139210	,118.759357	,31.977706	,666232.451775	,3539316.466779	,4.593656	,33.967202	,8003	,16.667000	,82.100000	,1	,5	,31.900000	,1	,3	,34.900000	,0	,0	,3276.700000	
1600671790.237932	,118.759347	,31.977705	,666231.519008	,3539316.342684	,4.594013	,33.640426	,8003	,16.667000	,82.100000	,1	,5	,31.800000	,1	,3	,34.800000	,0	,0	,3276.700000	
1600671790.339008	,118.759338	,31.977704	,666230.603634	,3539316.223237	,4.593725	,33.346131	,8003	,16.667000	,82.100000	,1	,5	,31.700000	,1	,3	,34.700000	,0	,0	,3276.700000	
1600671790.438846	,118.759328	,31.977703	,666229.689879	,3539316.098399	,4.593805	,32.998256	,8003	,16.667000	,82.100000	,1	,5	,31.600000	,1	,3	,34.600000	,0	,0	,3276.700000	
1600671790.538619	,118.759318	,31.977702	,666228.785344	,3539315.975598	,4.594024	,32.673777	,8003	,16.667000	,82.100000	,1	,5	,31.500000	,1	,3	,34.500000	,0	,0	,3276.700000	
1600671790.638318	,118.759309	,31.977701	,666227.889648	,3539315.854529	,4.593256	,32.332017	,8003	,16.667000	,71.600000	,1	,5	,31.400000	,1	,3	,34.400000	,0	,0	,3276.700000	
1600671790.738984	,118.759300	,31.977700	,666227.012595	,3539315.732259	,4.592699	,31.994097	,8003	,16.667000	,71.600000	,1	,5	,31.300000	,1	,3	,34.300000	,0	,0	,3276.700000	
1600671790.838842	,118.759290	,31.977699	,666226.136009	,3539315.609111	,4.592344	,31.678339	,8003	,16.667000	,71.600000	,1	,5	,31.200000	,1	,3	,34.200000	,0	,0	,3276.700000	
1600671790.939513	,118.759281	,31.977698	,666225.269764	,3539315.485167	,4.591796	,31.347518	,8003	,16.667000	,71.600000	,1	,5	,31.100000	,1	,3	,34.100000	,0	,0	,3276.700000	
1600671791.038492	,118.759272	,31.977697	,666224.422692	,3539315.360550	,4.591413	,30.993851	,8003	,16.667000	,71.600000	,1	,5	,31.000000	,1	,3	,34.000000	,0	,0	,3276.700000	
1600671791.139154	,118.759263	,31.977696	,666223.575967	,3539315.237748	,4.590986	,30.655935	,8003	,16.667000	,71.600000	,1	,5	,30.900000	,1	,3	,33.900000	,0	,0	,3276.700000	
1600671791.238073	,118.759254	,31.977695	,666222.739002	,3539315.112326	,4.590877	,30.331740	,8003	,16.667000	,71.600000	,1	,5	,30.800000	,1	,3	,33.800000	,0	,0	,3276.700000	
1600671791.338617	,118.759245	,31.977694	,666221.911159	,3539314.988799	,4.590840	,29.985316	,8003	,16.667000	,71.600000	,1	,5	,30.700000	,1	,3	,33.700000	,0	,0	,3276.700000	
