stationID	curTimeStamp	curSpeed	bottomSpeed	upperSpeed
27012	1600677231.190	0.0	0.0	0.0
27012	1600677231.691	0.0	0.0	0.0
27012	1600677232.191	0.0	0.0	0.0
27012	1600677232.691	0.0	0.0	0.0
27012	1600677233.190	0.0	0.0	0.0
27012	1600677233.691	0.0	0.0	0.0
27012	1600677234.191	-0.0	0.0	0.0
27012	1600677234.692	0.0	0.0	0.0
27012	1600677235.191	0.0	0.0	0.0
27012	1600677235.691	-0.0	0.0	0.0
27012	1600677236.191	0.0	0.0	0.0
27012	1600677236.691	0.0	0.0	0.0
27012	1600677237.192	0.0	0.0	0.0
27012	1600677237.691	0.0	0.0	0.0
27012	1600677238.191	0.0	0.0	0.0
27012	1600677238.690	0.0	0.0	0.0
27012	1600677239.190	0.0	0.0	0.0
27012	1600677239.691	0.0	0.0	0.0
27012	1600677240.191	0.0	0.0	0.0
27012	1600677240.690	0.0	0.0	0.0
27012	1600677240.791	0.0	0.0	0.0
27012	1600677243.291	0.0	0.0	0.0
27012	1600677243.790	0.0	0.0	0.0
27012	1600677244.290	0.0	0.0	0.0
27012	1600677244.790	0.0	0.0	0.0
27012	1600677245.291	0.0	0.0	0.0
27012	1600677245.790	0.0	0.0	0.0
27012	1600677246.291	0.0	0.0	0.0
27012	1600677246.790	0.0	0.0	0.0
27012	1600677247.290	-0.0	0.0	0.0
27012	1600677247.790	0.0	0.0	0.0
27012	1600677248.290	0.0	0.0	0.0
27012	1600677248.790	0.6	0.0	0.0
27012	1600677249.290	1.7	0.0	0.0
27012	1600677249.790	3.0	0.0	0.0
27012	1600677250.290	3.8	0.0	0.0
27012	1600677250.790	4.1	0.0	0.0
27012	1600677251.290	4.2	0.0	0.0
27012	1600677251.791	4.5	0.0	0.0
27012	1600677252.191	4.8	0.0	0.0
27012	1600677252.790	5.3	0.0	0.0
27012	1600677253.289	5.7	0.0	0.0
27012	1600677253.790	6.0	0.0	0.0
27012	1600677254.290	6.3	0.0	0.0
27012	1600677254.789	6.6	0.0	0.0
27012	1600677255.289	6.9	0.0	0.0
27012	1600677255.789	7.1	0.0	0.0
27012	1600677256.290	7.4	0.0	0.0
27012	1600677256.790	7.7	0.0	0.0
27012	1600677257.290	7.9	0.0	0.0
27012	1600677257.790	8.1	0.0	0.0
27012	1600677258.290	8.3	0.0	0.0
27012	1600677258.790	8.6	0.0	0.0
27012	1600677259.290	8.9	0.0	0.0
27012	1600677259.790	9.2	0.0	0.0
27012	1600677260.290	9.5	0.0	0.0
27012	1600677260.790	9.8	0.0	0.0
27012	1600677261.290	10.1	0.0	0.0
27012	1600677261.790	10.5	0.0	0.0
27012	1600677262.289	10.8	0.0	0.0
27012	1600677262.790	11.2	0.0	0.0
27012	1600677263.290	11.4	0.0	0.0
27012	1600677263.790	11.7	0.0	0.0
27012	1600677264.289	12.1	0.0	0.0
27012	1600677264.790	12.4	0.0	0.0
27011	1600677265.190	12.7	0.0	0.0
27011	1600677265.690	13.0	0.0	0.0
27011	1600677266.190	13.2	0.0	0.0
27011	1600677266.690	13.5	0.0	0.0
27011	1600677266.890	13.5	0.0	0.0
27011	1600677270.289	14.2	0.0	0.0
27011	1600677270.789	14.5	0.0	0.0
27011	1600677271.290	15.0	0.0	0.0
27011	1600677271.789	15.4	0.0	0.0
27011	1600677272.289	15.7	0.0	0.0
27011	1600677272.790	15.8	0.0	0.0
27011	1600677273.290	15.7	0.0	0.0
27011	1600677273.789	15.6	0.0	0.0
27011	1600677274.290	15.5	0.0	0.0
27011	1600677274.789	15.6	0.0	0.0
27011	1600677275.290	15.7	0.0	0.0
27011	1600677275.789	15.8	0.0	0.0
27011	1600677276.289	15.9	0.0	0.0
27011	1600677276.790	15.9	0.0	0.0
27011	1600677277.289	16.1	0.0	0.0
27011	1600677277.789	16.4	0.0	0.0
27011	1600677278.290	16.8	0.0	0.0
27011	1600677278.789	17.1	0.0	0.0
27011	1600677279.289	17.2	0.0	0.0
27011	1600677279.789	17.2	0.0	0.0
27011	1600677280.289	17.1	0.0	0.0
27011	1600677280.789	16.8	0.0	0.0
27011	1600677281.290	16.6	0.0	0.0
27011	1600677281.788	16.4	0.0	0.0
27011	1600677282.289	16.2	0.0	0.0
27011	1600677282.789	16.1	0.0	0.0
27011	1600677283.289	15.8	0.0	0.0
27011	1600677283.789	15.6	0.0	0.0
27011	1600677284.289	15.5	0.0	0.0
27011	1600677284.788	15.5	0.0	0.0
27011	1600677285.289	15.6	0.0	0.0
27011	1600677285.789	15.6	0.0	0.0
27011	1600677286.289	15.6	0.0	0.0
27011	1600677286.789	15.6	0.0	0.0
27011	1600677287.289	15.7	0.0	0.0
27011	1600677287.789	15.8	0.0	0.0
27011	1600677288.288	15.9	0.0	0.0
27011	1600677288.788	15.9	0.0	0.0
27011	1600677289.289	16.0	0.0	0.0
27011	1600677289.789	16.1	0.0	0.0
27011	1600677290.289	16.1	0.0	0.0
27011	1600677290.788	16.1	0.0	0.0
27011	1600677291.289	16.0	0.0	0.0
27011	1600677291.789	16.8	0.0	0.0
27011	1600677292.289	16.9	0.0	0.0
27011	1600677292.788	17.0	0.0	0.0
27011	1600677293.289	17.2	0.0	0.0
27011	1600677293.789	17.4	0.0	0.0
27011	1600677294.288	17.8	0.0	0.0
27011	1600677294.788	18.2	0.0	0.0
27011	1600677295.289	18.5	0.0	0.0
27011	1600677295.788	18.6	0.0	0.0
27011	1600677296.288	18.5	0.0	0.0
27011	1600677296.789	18.4	0.0	0.0
27011	1600677297.288	18.3	0.0	0.0
27011	1600677297.788	18.2	0.0	0.0
27011	1600677298.289	18.1	0.0	0.0
27011	1600677298.788	18.0	0.0	0.0
27011	1600677299.288	17.8	0.0	0.0
27011	1600677299.788	17.6	0.0	0.0
27011	1600677300.288	17.4	0.0	0.0
27011	1600677300.789	17.4	0.0	0.0
27011	1600677301.288	17.3	0.0	0.0
27011	1600677301.788	17.0	0.0	0.0
27011	1600677302.288	16.4	0.0	0.0
27011	1600677302.789	15.8	0.0	0.0
27011	1600677303.288	15.4	0.0	0.0
27011	1600677303.788	15.1	0.0	0.0
27011	1600677304.288	14.9	0.0	0.0
27011	1600677304.788	14.8	0.0	0.0
27011	1600677305.289	14.7	0.0	0.0
27011	1600677305.789	14.8	0.0	0.0
27011	1600677306.288	15.0	0.0	0.0
27011	1600677306.788	15.1	0.0	0.0
27011	1600677307.287	15.2	0.0	0.0
27011	1600677307.788	15.3	0.0	0.0
27011	1600677308.287	15.3	0.0	0.0
27011	1600677308.788	15.4	0.0	0.0
27011	1600677309.288	15.4	0.0	0.0
27011	1600677309.788	15.5	0.0	0.0
27011	1600677310.288	15.5	0.0	0.0
27011	1600677310.788	15.6	0.0	0.0
27011	1600677311.288	15.6	0.0	0.0
27011	1600677311.788	15.5	0.0	0.0
27011	1600677312.288	15.2	0.0	0.0
27011	1600677312.787	15.0	0.0	0.0
27011	1600677313.288	14.8	0.0	0.0
27011	1600677313.788	14.4	0.0	0.0
27011	1600677314.287	13.7	0.0	0.0
27011	1600677314.687	13.2	0.0	0.0
27011	1600677318.288	8.5	0.0	0.0
27011	1600677318.788	8.0	0.0	0.0
27011	1600677319.287	7.1	0.0	0.0
27011	1600677319.787	6.4	0.0	0.0
27011	1600677320.287	5.7	0.0	0.0
27011	1600677320.788	5.0	0.0	0.0
27011	1600677321.287	4.4	0.0	0.0
27011	1600677321.788	3.8	0.0	0.0
27011	1600677322.287	3.4	0.0	0.0
27011	1600677322.787	3.0	0.0	0.0
27011	1600677323.288	2.7	0.0	0.0
27011	1600677323.788	2.6	0.0	0.0
27011	1600677324.287	2.5	0.0	0.0
27011	1600677324.788	2.0	0.0	0.0
27011	1600677325.287	1.3	0.0	0.0
27011	1600677325.787	0.7	0.0	0.0
27011	1600677326.288	0.3	0.0	0.0
27011	1600677326.786	0.1	0.0	0.0
27011	1600677327.287	-0.1	0.0	0.0
27011	1600677327.788	-0.0	0.0	0.0
27011	1600677328.287	0.0	0.0	0.0
27011	1600677328.787	0.0	0.0	0.0
27011	1600677329.287	0.0	0.0	0.0
27011	1600677329.786	0.0	0.0	0.0
27011	1600677330.287	-0.0	0.0	0.0
27011	1600677330.787	-0.0	0.0	0.0
27011	1600677331.287	-0.0	0.0	0.0
27011	1600677331.787	0.0	0.0	0.0
27011	1600677332.287	0.0	0.0	0.0
27011	1600677332.787	0.0	0.0	0.0
27011	1600677333.287	0.0	0.0	0.0
27011	1600677333.787	0.0	0.0	0.0
27011	1600677334.286	0.0	0.0	0.0
27011	1600677334.787	0.0	0.0	0.0
27011	1600677335.287	-0.0	0.0	0.0
27011	1600677335.788	-0.0	0.0	0.0
27011	1600677336.287	0.0	0.0	0.0
27011	1600677336.787	0.0	0.0	0.0
27011	1600677337.288	0.0	0.0	0.0
27011	1600677337.787	0.0	0.0	0.0
27011	1600677338.287	0.0	0.0	0.0
27011	1600677338.787	0.0	0.0	0.0
27011	1600677342.187	0.0	0.0	0.0
27011	1600677342.687	0.0	0.0	0.0
27011	1600677343.186	0.0	0.0	0.0
27011	1600677343.687	0.0	0.0	0.0
27011	1600677344.187	0.0	0.0	0.0
27011	1600677344.688	-0.0	0.0	0.0
27011	1600677345.186	0.0	0.0	0.0
27011	1600677345.687	0.0	0.0	0.0
27011	1600677346.187	0.0	0.0	0.0
27011	1600677346.686	0.0	0.0	0.0
27011	1600677347.187	-0.0	0.0	0.0
27011	1600677347.687	0.0	0.0	0.0
27011	1600677348.187	0.0	0.0	0.0
27011	1600677348.686	0.0	0.0	0.0
27011	1600677349.186	0.0	0.0	0.0
27011	1600677349.686	0.0	0.0	0.0
27011	1600677350.186	0.0	0.0	0.0
27011	1600677350.687	0.0	0.0	0.0
27011	1600677351.186	0.0	0.0	0.0
27011	1600677351.687	0.0	0.0	0.0
27011	1600677352.186	0.0	0.0	0.0
27011	1600677352.686	0.0	0.0	0.0
27011	1600677353.186	-0.0	0.0	0.0
27011	1600677353.687	-0.0	0.0	0.0
27011	1600677354.186	0.0	0.0	0.0
27011	1600677354.686	-0.0	0.0	0.0
27011	1600677355.186	0.0	0.0	0.0
27011	1600677355.686	0.0	0.0	0.0
27011	1600677356.187	0.0	0.0	0.0
27011	1600677356.686	0.0	0.0	0.0
27011	1600677357.187	0.0	0.0	0.0
27011	1600677357.686	0.0	0.0	0.0
27011	1600677358.186	0.0	0.0	0.0
27011	1600677358.687	0.0	0.0	0.0
27011	1600677359.186	0.0	0.0	0.0
27011	1600677359.686	-0.0	0.0	0.0
27011	1600677360.186	-0.0	0.0	0.0
27011	1600677360.686	-0.0	0.0	0.0
27011	1600677361.186	0.0	0.0	0.0
27011	1600677361.686	0.0	0.0	0.0
27011	1600677362.186	0.0	0.0	0.0
27011	1600677362.686	0.0	0.0	0.0
27011	1600677363.186	0.0	0.0	0.0
27011	1600677363.686	0.0	0.0	0.0
27011	1600677364.186	0.0	0.0	0.0
27011	1600677364.687	0.0	0.0	0.0
27011	1600677365.186	0.0	0.0	0.0
27011	1600677365.686	0.0	0.0	0.0
27011	1600677366.186	0.0	0.0	0.0
27011	1600677366.686	-0.0	0.0	0.0
27011	1600677367.186	0.0	0.0	0.0
27011	1600677367.686	0.0	0.0	0.0
27011	1600677368.186	0.0	0.0	0.0
27011	1600677368.686	0.0	0.0	0.0
27011	1600677369.186	0.0	0.0	0.0
27011	1600677369.686	0.0	0.0	0.0
27011	1600677370.186	0.0	0.0	0.0
27011	1600677370.686	0.0	0.0	0.0
27011	1600677371.186	0.0	0.0	0.0
27011	1600677371.687	0.0	0.0	0.0
27011	1600677371.986	0.0	0.0	0.0
27011	1600677375.286	0.0	0.0	0.0
27011	1600677375.786	0.0	0.0	0.0
27011	1600677376.285	0.0	0.0	0.0
27011	1600677376.786	0.0	0.0	0.0
27011	1600677377.285	0.0	0.0	0.0
27011	1600677377.785	0.0	0.0	0.0
27011	1600677378.286	0.0	0.0	0.0
27011	1600677378.786	0.0	0.0	0.0
27011	1600677379.285	0.0	0.0	0.0
27011	1600677379.785	0.0	0.0	0.0
27011	1600677380.285	0.0	0.0	0.0
27011	1600677380.785	0.0	0.0	0.0
27011	1600677381.285	0.0	0.0	0.0
27011	1600677381.785	0.0	0.0	0.0
27011	1600677382.285	0.0	0.0	0.0
27011	1600677382.785	0.0	0.0	0.0
27011	1600677383.286	0.0	0.0	0.0
27011	1600677383.785	0.0	0.0	0.0
27011	1600677384.285	0.0	0.0	0.0
27011	1600677384.785	0.0	0.0	0.0
27011	1600677385.285	0.0	0.0	0.0
27011	1600677385.786	0.0	0.0	0.0
27011	1600677386.285	0.0	0.0	0.0
27011	1600677386.785	0.0	0.0	0.0
27011	1600677387.285	0.0	0.0	0.0
27011	1600677387.785	0.0	0.0	0.0
27011	1600677388.285	0.0	0.0	0.0
27011	1600677388.785	0.0	0.0	0.0
27011	1600677389.285	0.0	0.0	0.0
27011	1600677389.785	-0.0	0.0	0.0
27011	1600677390.285	0.0	0.0	0.0
27011	1600677390.785	0.0	0.0	0.0
27011	1600677391.285	0.0	0.0	0.0
27011	1600677391.785	0.0	0.0	0.0
27011	1600677392.285	0.0	0.0	0.0
27011	1600677392.785	0.0	0.0	0.0
27011	1600677393.285	0.0	0.0	0.0
27011	1600677393.785	0.0	0.0	0.0
27011	1600677394.284	0.0	0.0	0.0
27011	1600677394.785	-0.0	0.0	0.0
27011	1600677395.285	0.0	0.0	0.0
27011	1600677395.785	0.0	0.0	0.0
27011	1600677396.285	0.0	0.0	0.0
27011	1600677396.785	0.0	0.0	0.0
27011	1600677397.285	0.0	0.0	0.0
27011	1600677397.784	0.0	0.0	0.0
27011	1600677398.285	0.0	0.0	0.0
27011	1600677398.784	0.0	0.0	0.0
27011	1600677399.284	0.0	0.0	0.0
27011	1600677399.784	0.0	0.0	0.0
27011	1600677403.184	0.0	0.0	0.0
27011	1600677403.684	0.0	0.0	0.0
27011	1600677404.185	0.0	0.0	0.0
27011	1600677404.685	0.0	0.0	0.0
27011	1600677405.185	0.3	0.0	0.0
27011	1600677405.685	1.2	0.0	0.0
27011	1600677406.184	2.2	0.0	0.0
27011	1600677406.685	3.0	0.0	0.0
27011	1600677407.185	3.5	0.0	0.0
27011	1600677407.684	4.0	0.0	0.0
27011	1600677408.184	4.6	0.0	0.0
27011	1600677408.685	5.1	0.0	0.0
27011	1600677409.184	5.5	0.0	0.0
27011	1600677409.684	6.0	0.0	0.0
27011	1600677410.184	6.5	0.0	0.0
27011	1600677410.684	7.1	0.0	0.0
27011	1600677411.184	7.5	0.0	0.0
27011	1600677411.684	7.9	0.0	0.0
27011	1600677412.184	8.2	0.0	0.0
27011	1600677412.684	8.4	0.0	0.0
27011	1600677413.184	8.7	0.0	0.0
27011	1600677413.684	8.9	0.0	0.0
27011	1600677414.184	9.0	0.0	0.0
27011	1600677414.684	9.2	0.0	0.0
27011	1600677415.185	9.4	0.0	0.0
27011	1600677415.684	9.5	0.0	0.0
27011	1600677416.184	9.5	0.0	0.0
27011	1600677416.683	9.8	0.0	0.0
27011	1600677416.884	9.9	0.0	0.0
9018	1600677497.082	12.1	0.0	0.0
9018	1600677497.581	12.0	0.0	0.0
9018	1600677498.081	11.8	0.0	0.0
9018	1600677498.582	11.7	0.0	0.0
9018	1600677499.081	11.6	0.0	0.0
9018	1600677499.583	11.5	0.0	0.0
9018	1600677500.081	11.4	0.0	0.0
9018	1600677500.581	11.2	0.0	0.0
9018	1600677501.082	11.1	0.0	0.0
9018	1600677501.581	11.0	0.0	0.0
9018	1600677502.081	10.9	0.0	0.0
9018	1600677502.581	10.9	0.0	0.0
9018	1600677503.080	11.0	0.0	0.0
9018	1600677503.581	11.0	0.0	0.0
9018	1600677504.080	11.2	0.0	0.0
9018	1600677504.581	11.4	0.0	0.0
9018	1600677505.082	11.7	0.0	0.0
9018	1600677505.581	11.9	0.0	0.0
9018	1600677506.081	12.2	0.0	0.0
9018	1600677506.580	12.3	0.0	0.0
9018	1600677507.081	12.3	0.0	0.0
9018	1600677507.581	12.3	0.0	0.0
9018	1600677508.081	12.2	0.0	0.0
9018	1600677508.580	12.2	0.0	0.0
9018	1600677509.081	12.3	0.0	0.0
9018	1600677509.581	12.6	0.0	0.0
9018	1600677510.080	12.9	0.0	0.0
9018	1600677510.581	13.2	0.0	0.0
9018	1600677511.080	13.3	0.0	0.0
9018	1600677511.581	13.4	0.0	0.0
9018	1600677512.081	13.3	0.0	0.0
9018	1600677512.580	13.3	0.0	0.0
9018	1600677513.081	13.1	0.0	0.0
9018	1600677513.581	13.0	0.0	0.0
9018	1600677513.981	12.9	0.0	0.0
9018	1600677514.481	12.7	0.0	0.0
9018	1600677514.980	12.7	0.0	0.0
9018	1600677515.480	12.9	0.0	0.0
9018	1600677515.980	13.1	0.0	0.0
9018	1600677516.480	13.3	0.0	0.0
9018	1600677516.981	13.4	0.0	0.0
9018	1600677517.480	13.5	0.0	0.0
9018	1600677517.980	13.5	0.0	0.0
9018	1600677518.480	13.4	0.0	0.0
9018	1600677518.980	13.3	0.0	0.0
9018	1600677519.480	13.0	0.0	0.0
9018	1600677519.980	12.5	0.0	0.0
9018	1600677520.480	11.7	0.0	0.0
9018	1600677520.980	10.7	0.0	0.0
9018	1600677521.482	9.3	0.0	0.0
9018	1600677521.980	8.2	0.0	0.0
9018	1600677522.480	7.2	0.0	0.0
9018	1600677522.980	6.3	0.0	0.0
9018	1600677523.480	5.4	0.0	0.0
9018	1600677523.981	4.7	0.0	0.0
9018	1600677524.480	4.1	0.0	0.0
9018	1600677524.980	3.5	0.0	0.0
9018	1600677525.280	3.2	0.0	0.0
9018	1600677527.580	0.9	0.0	0.0
9018	1600677528.080	0.4	0.0	0.0
9018	1600677528.580	-0.0	0.0	0.0
9018	1600677529.080	-0.1	0.0	0.0
9018	1600677529.580	-0.0	0.0	0.0
9018	1600677530.081	0.0	0.0	0.0
9018	1600677530.580	0.0	0.0	0.0
9018	1600677531.079	0.0	0.0	0.0
9018	1600677531.579	-0.0	0.0	0.0
9018	1600677532.080	0.0	0.0	0.0
9018	1600677532.580	0.0	0.0	0.0
9018	1600677533.081	0.0	0.0	0.0
9018	1600677533.580	0.0	0.0	0.0
9018	1600677534.080	-0.0	0.0	0.0
9018	1600677534.580	0.0	0.0	0.0
9018	1600677535.079	0.0	0.0	0.0
9018	1600677535.579	-0.0	0.0	0.0
9018	1600677536.080	-0.0	0.0	0.0
9018	1600677536.580	0.0	0.0	0.0
9018	1600677537.079	0.0	0.0	0.0
9018	1600677537.581	0.0	0.0	0.0
9018	1600677538.080	0.0	0.0	0.0
9018	1600677538.580	0.0	0.0	0.0
9018	1600677539.079	0.0	0.0	0.0
9018	1600677539.579	0.0	0.0	0.0
9018	1600677540.079	0.0	0.0	0.0
9018	1600677540.579	0.0	0.0	0.0
9018	1600677541.079	0.0	0.0	0.0
9018	1600677541.580	0.0	0.0	0.0
9018	1600677542.079	0.0	0.0	0.0
9018	1600677542.580	0.0	0.0	0.0
9018	1600677543.080	0.0	0.0	0.0
9018	1600677543.580	0.0	0.0	0.0
9018	1600677544.080	0.0	0.0	0.0
9018	1600677544.579	0.0	0.0	0.0
9018	1600677545.080	0.0	0.0	0.0
9018	1600677545.579	-0.0	0.0	0.0
9018	1600677546.079	0.0	0.0	0.0
9018	1600677546.579	-0.0	0.0	0.0
9018	1600677547.179	0.0	0.0	0.0
9018	1600677547.679	-0.0	0.0	0.0
9018	1600677548.179	0.0	0.0	0.0
9018	1600677548.679	0.0	0.0	0.0
9018	1600677549.180	0.0	0.0	0.0
9018	1600677549.679	-0.0	0.0	0.0
9018	1600677550.179	0.0	0.0	0.0
9018	1600677550.680	0.0	0.0	0.0
9018	1600677551.179	0.0	0.0	0.0
9018	1600677551.678	0.0	0.0	0.0
9018	1600677552.179	0.0	0.0	0.0
9018	1600677552.679	0.0	0.0	0.0
9018	1600677553.178	0.0	0.0	0.0
9018	1600677553.679	0.0	0.0	0.0
9018	1600677554.179	0.0	0.0	0.0
9018	1600677554.679	0.0	0.0	0.0
9018	1600677555.178	-0.0	0.0	0.0
9018	1600677555.679	-0.0	0.0	0.0
9018	1600677556.179	-0.0	0.0	0.0
9018	1600677556.679	-0.0	0.0	0.0
9018	1600677557.179	0.0	0.0	0.0
9018	1600677557.379	0.0	0.0	0.0
9018	1600677560.779	0.0	0.0	0.0
9018	1600677561.278	0.0	0.0	0.0
9018	1600677561.778	0.0	0.0	0.0
9018	1600677562.278	0.0	0.0	0.0
9018	1600677562.779	-0.0	0.0	0.0
9018	1600677563.278	0.0	0.0	0.0
